gameweek,team,matches_played,rank,points,goals_for,goals_against,goal_difference,yellow_cards,red_cards,second_yellow_cards,fairplay
37,Athletic_Club,37,8,50,46,42,4,79.0,5.0,1.0,92.0
37,Sevilla,37,9,49,46,52,-6,118.0,13.0,4.0,149.0
37,Rayo_Vallecano,37,10,49,45,50,-5,89.0,5.0,2.0,100.0
37,Girona,37,11,49,57,53,4,87.0,2.0,2.0,89.0
37,Mallorca,37,12,47,34,43,-9,118.0,5.0,0.0,133.0
37,Cadiz,37,13,41,29,52,-23,111.0,7.0,4.0,124.0
37,Getafe,37,14,41,34,45,-11,121.0,9.0,6.0,136.0
37,Valencia,37,15,41,41,44,-3,92.0,7.0,3.0,107.0
37,Almeria,37,16,40,46,62,-16,94.0,3.0,2.0,99.0
37,Celta_Vigo,37,17,40,41,52,-11,83.0,6.0,3.0,95.0
37,Valladolid,37,18,39,33,63,-30,92.0,6.0,2.0,106.0
37,Espanyol,37,19,36,49,66,-17,96.0,10.0,4.0,118.0
37,Elche,37,20,24,29,66,-37,94.0,11.0,3.0,121.0
38,Barcelona,38,1,88,70,20,50,82.0,5.0,3.0,91.0
38,Real_Madrid,38,2,78,75,36,39,72.0,3.0,2.0,77.0
38,Atletico_Madrid,38,3,77,70,33,37,90.0,8.0,3.0,108.0
38,Real_Sociedad,38,4,71,51,35,16,90.0,2.0,0.0,96.0
38,Villarreal,38,5,64,59,40,19,91.0,3.0,2.0,96.0
38,Real_Betis,38,6,60,46,41,5,82.0,15.0,3.0,121.0
38,Osasuna,38,7,53,37,42,-5,93.0,7.0,1.0,112.0
38,Athletic_Club,38,8,51,47,43,4,81.0,5.0,1.0,94.0
38,Mallorca,38,9,50,37,43,-6,118.0,5.0,0.0,133.0
38,Rayo_Vallecano,38,10,49,45,53,-8,89.0,5.0,2.0,100.0
38,Sevilla,38,11,49,47,54,-7,119.0,13.0,4.0,150.0
38,Girona,38,12,49,58,55,3,92.0,2.0,2.0,94.0
38,Celta_Vigo,38,13,43,43,53,-10,85.0,6.0,3.0,97.0
38,Cadiz,38,14,42,30,53,-23,114.0,7.0,4.0,127.0
38,Getafe,38,15,42,34,45,-11,124.0,9.0,6.0,139.0
38,Valencia,38,16,42,42,45,-3,92.0,8.0,3.0,110.0
38,Almeria,38,17,41,49,65,-16,98.0,3.0,2.0,103.0
38,Valladolid,38,18,40,33,63,-30,93.0,6.0,2.0,107.0
38,Espanyol,38,19,37,52,69,-17,98.0,10.0,4.0,120.0
38,Elche,38,20,25,30,67,-37,98.0,11.0,3.0,125.0
